# Constructed from biom file
#OTU ID	G1-11	G1-110	G1-12	G1-13	G1-130	G1-135	G1-136	G1-138	G1-14	G1-157	G1-158	G1-159	G1-19	G1-193	G2-194	G2-41	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-42	G3-425	G3-426	G3-427	G3-428	G3-429	G3-43	G3-430	G3-44	G3-45	G3-46
2dc1dae7438f41afb789fe8a3a433eac	0.0	0.0	0.0	133.0	47.0	920.0	156.0	111.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	807.0	1022.0	331.0	301.0	2.0	7.0	2.0	0.0	1.0	10.0	0.0	4.0	0.0	0.0	0.0
a40f171b102b4ef8da1ca7f838e60506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
966d2e06b7ef32c9525ac0d79cc9a612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
7b0f05ead6d2e7c841505a2892f761f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
60b69d4cbead91e9bdf7af839cf9e8af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0bdbed9839d89169bd759a22fa5308a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fab60d5bf7d90a067aff303734e6256f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
d75046f383b3d6f6d7f987ceaadb0253	0.0	0.0	0.0	6.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b47788e49066a3575d492b8ed3edcf37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
eaafe7295fd2d71cc4f241a9b59910f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2381ea10d7e07f0c342a68a1eb070c8b	3.0	3.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	11.0	5.0	2.0	11.0	1.0	2.0	1.0	4.0	2.0	11.0	1.0	3.0	25.0	1.0	8.0	2.0	15.0	7.0	1.0	2.0	36.0	4.0
162bdb2c7b5934c8bfddada185f8a786	59.0	321.0	11.0	17.0	15.0	284.0	56.0	744.0	526.0	134.0	214.0	291.0	710.0	38.0	38.0	187.0	993.0	179.0	30.0	4.0	56.0	94.0	107.0	54.0	48.0	70.0	86.0	48.0	214.0	86.0	101.0	164.0	80.0
49b1fda473552e490b9a4e351a5e36ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
db85a46b040d7b58080ba0d57201f46b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
b96ea9e9b09900ccecf691bbceea9b83	537.0	577.0	1334.0	139.0	144.0	190.0	759.0	119.0	331.0	1077.0	374.0	560.0	412.0	898.0	603.0	670.0	130.0	237.0	246.0	68.0	246.0	455.0	722.0	336.0	437.0	362.0	355.0	181.0	560.0	307.0	752.0	302.0	456.0
e5a286379ba2f0a25b34fbf89ef5d6a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c35bc9806adc8b858466c744cc35b1e5	16.0	470.0	3.0	21.0	7.0	7.0	8.0	12.0	10.0	248.0	840.0	574.0	272.0	31.0	22.0	377.0	20.0	87.0	52.0	290.0	0.0	16.0	318.0	32.0	24.0	44.0	93.0	36.0	493.0	46.0	387.0	594.0	412.0
fdd2ced0bee49264ba0878061097e4c3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
7f00fdb10cb5bb5d8919744dd3f55434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
fba7e174029cc0871b690eba51f665b9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
98650ea386ddb31c189f6a0b64048369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
182f13e4311d0cdd882ee29ae6cebe88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9878081d0607d8d3214fd35b0e6fc90e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fac07b2893c7b432c5c424ca5ea83548	167.0	0.0	7.0	523.0	1277.0	8.0	98.0	470.0	58.0	0.0	0.0	0.0	0.0	7.0	23.0	0.0	1.0	0.0	24.0	15.0	5.0	1.0	0.0	88.0	92.0	9.0	9.0	5.0	0.0	4.0	0.0	9.0	0.0
b796144fa1c3fcc0980023e201536c12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
acdb00a8aa6e6697516e395f5364fd46	0.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d9804cbb9c1b7c95059a296f45c8dff6	91.0	0.0	8.0	84.0	0.0	55.0	157.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	137.0	2.0	0.0	18.0	49.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
10f4953cbf8a7b15159e78fc007ee22f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9d9790f6f562d2ca661b2ae8b903a068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5877dadce57b3bd826fe6bfa04a97b56	627.0	192.0	197.0	640.0	6.0	91.0	269.0	58.0	405.0	105.0	134.0	123.0	149.0	320.0	693.0	311.0	343.0	802.0	377.0	155.0	898.0	634.0	411.0	854.0	750.0	950.0	865.0	1225.0	283.0	944.0	322.0	428.0	608.0
bec7b07e53ef80ed1e2a5661de09f15f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f365eed4b4c884bf45ea125ca3786f2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0
688c20321ba878c7bbe0bcd6746ee32c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
74543c864b9ce6cb7bce59303a0ce289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	5.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
394cf2d6a35da385d4c4c9d8e8121e94	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ced377d1452e26d4cf841747ff78bf2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0
